date,year,month,factory_id,factory_name,factory_capacity,equipment_age,supplier_id,supplier_name,supplier_type,supplier_base_efficiency,payment_delay_days,payment_timeliness,supplier_efficiency,parts_availability,avg_employee_skill,equipment_status,capacity_utilization,production_efficiency,production_volume,is_anomaly_month
2024-10-01,2024,10,F003,华北工厂,1200,2,S001,核心零部件供应商A,核心,0.85,3.1366778424693953,0.8954440719176868,0.8293619585098402,0.859772230726156,0.6964166666666667,0.9085004106113395,0.7677740634410164,0.8445210110710433,778,False
2024-10-01,2024,10,F003,华北工厂,1200,2,S002,电子元件供应商B,核心,0.8,2.7314350896610766,0.908952163677964,0.7592826583681841,0.7675864618479428,0.6964166666666667,0.9732863419624926,0.8700279713617431,0.8289053976906746,865,False
2024-10-01,2024,10,F003,华北工厂,1200,2,S003,结构件供应商C,普通,0.9,1.5735147345118303,0.9475495088496056,0.8772728742366004,0.8695976401295077,0.6964166666666667,0.9334576360682237,0.9393952537709542,0.8318931668555075,937,False
2024-10-01,2024,10,F003,华北工厂,1200,2,S004,配件供应商D,普通,0.88,1.5276573329091365,0.9490780889030288,0.8498866925668284,0.8625002668842551,0.6964166666666667,0.9227121785817163,0.8870960874190578,0.8490509945184864,903,False
2024-10-01,2024,10,F003,华北工厂,1200,2,S005,新材料供应商E,普通,0.75,7.379424698688947,0.7540191767103684,0.6256478894720072,0.6124777109458703,0.6964166666666667,0.9735492586062521,0.7022635403950928,0.7057626423409941,594,False
2024-10-02,2024,10,F001,华东工厂,1000,3,S001,核心零部件供应商A,核心,0.85,2.670801816868434,0.9109732727710522,0.8435284361060902,0.8822394797719303,0.6789999999999999,0.9261506199963763,0.7228478715829441,0.8112776601648541,586,False
2024-10-02,2024,10,F001,华东工厂,1000,3,S002,电子元件供应商B,核心,0.8,0.6666956627681953,0.9777768112410602,0.7982943854802657,0.8153326377725196,0.6789999999999999,0.8960279032880789,0.7618899425699716,0.7992266765845839,608,False
2024-10-02,2024,10,F001,华东工厂,1000,3,S003,结构件供应商C,普通,0.9,0.1936997109699441,0.9935433429676686,0.9311947872795915,0.9221706879130837,0.6789999999999999,0.942299536378223,0.7202872946340597,0.88836892654539,639,False
2024-10-02,2024,10,F001,华东工厂,1000,3,S004,配件供应商D,普通,0.88,9.077999869902042,0.6974000043365987,0.7550135375556098,0.7685894806463944,0.6789999999999999,0.8819916087933847,0.8541959019631352,0.7676632285574394,655,False
2024-10-02,2024,10,F001,华东工厂,1000,3,S005,新材料供应商E,普通,0.75,4.074654558704506,0.8641781813765165,0.7021535517574818,0.7535116676319927,0.6789999999999999,0.9062991855467839,0.9301916521158393,0.7757006064212658,721,False
2024-10-02,2024,10,F002,华南工厂,800,5,S001,核心零部件供应商A,核心,0.85,2.634449134119245,0.9121850288626918,0.7783227553504788,0.7868688146551913,0.695625,0.8662069003107262,0.8666157618817089,0.8006181500246159,555,False
2024-10-02,2024,10,F002,华南工厂,800,5,S002,电子元件供应商B,核心,0.8,4.644845379224881,0.845171820692504,0.780896390647223,0.7583783037197867,0.695625,0.8666141970099218,0.8069003334258342,0.7629654923690293,492,False
2024-10-02,2024,10,F002,华南工厂,800,5,S003,结构件供应商C,普通,0.9,1.7531232597119257,0.9415625580096024,0.8844696315522597,0.8899970689705827,0.695625,0.840418978852765,0.7054783321937522,0.7966696890452227,449,False
2024-10-02,2024,10,F002,华南工厂,800,5,S004,配件供应商D,普通,0.88,1.0745113757089164,0.9641829541430361,0.8504327673001624,0.8505555575304261,0.695625,0.865863387335862,0.7263483045269512,0.8261398711472081,480,False
2024-10-02,2024,10,F002,华南工厂,800,5,S005,新材料供应商E,普通,0.75,4.337378135216404,0.8554207288261199,0.7307672573603381,0.7002197680304912,0.695625,0.8360152356542975,0.7401156535678066,0.7416748291606465,439,False
2024-10-02,2024,10,F003,华北工厂,1200,2,S001,核心零部件供应商A,核心,0.85,0.21929941980201506,0.9926900193399328,0.8577473461790059,0.8265815524853996,0.6964166666666667,0.94271437181096,0.871283577468621,0.8553280426695613,894,False
2024-10-02,2024,10,F003,华北工厂,1200,2,S002,电子元件供应商B,核心,0.8,0.35105752143189445,0.9882980826189368,0.7751629550728262,0.7416507307989738,0.6964166666666667,0.9419921151304288,0.833888453719918,0.7807077226188361,781,False
2024-10-02,2024,10,F003,华北工厂,1200,2,S003,结构件供应商C,普通,0.9,1.3242997137517731,0.9558566762082742,0.9011149031455469,0.887110809584771,0.6964166666666667,0.9266385869580446,0.9284471109683148,0.8915579762926285,993,False
2024-10-02,2024,10,F003,华北工厂,1200,2,S004,配件供应商D,普通,0.88,9.161038781538014,0.6946320406153995,0.7227273335107973,0.6818261547691625,0.6964166666666667,0.9541527284741697,0.9190798582855778,0.7575554369744828,835,False
2024-10-02,2024,10,F003,华北工厂,1200,2,S005,新材料供应商E,普通,0.75,0.3246536574421628,0.9891782114185945,0.7672393640677777,0.7030313877044383,0.6964166666666667,0.9119865201776287,0.9147041927920386,0.8070588550851301,885,False
2024-10-03,2024,10,F001,华东工厂,1000,3,S001,核心零部件供应商A,核心,0.85,3.3897589145641702,0.8870080361811943,0.8054747707531831,0.8104144254139402,0.6789999999999999,0.902211969139396,0.8526366887538561,0.844689589738027,720,False
2024-10-03,2024,10,F001,华东工厂,1000,3,S002,电子元件供应商B,核心,0.8,0.5243654672199103,0.9825211510926697,0.7732522837453075,0.7892956401194579,0.6789999999999999,0.8892596486122447,0.729387825037555,0.8176939690211623,596,False
2024-10-03,2024,10,F001,华东工厂,1000,3,S003,结构件供应商C,普通,0.9,0.5419929568291455,0.9819335681056951,0.8941122045840532,0.9464513797818136,0.6789999999999999,0.9043796070545683,0.7885678318043039,0.8768327574124821,691,False
2024-10-03,2024,10,F001,华东工厂,1000,3,S004,配件供应商D,普通,0.88,0.33395295423290017,0.9888682348589033,0.8772170129268044,0.8314004152526632,0.6789999999999999,0.8816475213163046,0.7144330398062793,0.8392505091558086,599,False
2024-10-03,2024,10,F001,华东工厂,1000,3,S005,新材料供应商E,普通,0.75,1.4879729550701275,0.9504009014976624,0.7166606144532883,0.6957059505815775,0.6789999999999999,0.9122510143001646,0.8392196107930239,0.7894460455446879,662,False
2024-10-03,2024,10,F002,华南工厂,800,5,S001,核心零部件供应商A,核心,0.85,1.6124078207339254,0.9462530726422025,0.8539915711317759,0.784071928225369,0.695625,0.8717185339264559,0.7429234769263624,0.8313341834306645,494,False
2024-10-03,2024,10,F002,华南工厂,800,5,S002,电子元件供应商B,核心,0.8,2.0801181304292515,0.9306627289856916,0.7925696534275781,0.7853327214386576,0.695625,0.8609775768763791,0.7288486605447293,0.8403585657468203,489,False
2024-10-03,2024,10,F002,华南工厂,800,5,S003,结构件供应商C,普通,0.9,2.7914571873982075,0.9069514270867264,0.8514135222906325,0.8277301614834028,0.695625,0.8586697943489704,0.7515630284590381,0.7976477036007078,479,False
2024-10-03,2024,10,F002,华南工厂,800,5,S004,配件供应商D,普通,0.88,1.4920473889850545,0.9502650870338315,0.8554748981845031,0.8607775419835646,0.695625,0.7963042390576501,0.7045310102614324,0.8202705913930364,462,False
2024-10-03,2024,10,F002,华南工厂,800,5,S005,新材料供应商E,普通,0.75,4.721605903367773,0.8426131365544076,0.6900659215859672,0.6671161631232834,0.695625,0.8905725784853974,0.8721579073269689,0.7757771075594788,541,False
2024-10-03,2024,10,F003,华北工厂,1200,2,S001,核心零部件供应商A,核心,0.85,0.8761643907659835,0.9707945203078006,0.8624776326512363,0.866438260329763,0.6964166666666667,0.9472288407389464,0.821273664994885,0.861862347308392,849,False
2024-10-03,2024,10,F003,华北工厂,1200,2,S002,电子元件供应商B,核心,0.8,1.217723399510965,0.9594092200163011,0.7789854311668399,0.8218901002636363,0.6964166666666667,0.9466745572712374,0.9206399691930868,0.8336280173443739,920,False
2024-10-03,2024,10,F003,华北工厂,1200,2,S003,结构件供应商C,普通,0.9,1.8838190280135225,0.9372060323995492,0.8680510213148909,0.8471051553221426,0.6964166666666667,0.9344859561415826,0.8354402410668907,0.864379020625415,866,False
2024-10-03,2024,10,F003,华北工厂,1200,2,S004,配件供应商D,普通,0.88,10.332234361587634,0.6555921879470789,0.7322913486856113,0.7121767308618705,0.6964166666666667,0.9361210119911468,0.9009536362983617,0.7427574755367223,803,False
2024-10-03,2024,10,F003,华北工厂,1200,2,S005,新材料供应商E,普通,0.75,1.7046875528385599,0.943177081572048,0.7071339693619741,0.6864724393692867,0.6964166666666667,0.9149140227412849,0.7171784194309903,0.7379848710262981,635,False
2024-10-04,2024,10,F001,华东工厂,1000,3,S001,核心零部件供应商A,核心,0.85,1.3840794419121643,0.9538640186029279,0.8656259865220882,0.8571405901367544,0.6789999999999999,0.9357879372686005,0.7020909204692143,0.8529460604389651,598,False
2024-10-04,2024,10,F001,华东工厂,1000,3,S002,电子元件供应商B,核心,0.8,0.736425925891029,0.9754524691369657,0.786001904550306,0.8493059720128747,0.6789999999999999,0.9153706797292962,0.716615831444068,0.8515720194801906,610,False
2024-10-04,2024,10,F001,华东工厂,1000,3,S003,结构件供应商C,普通,0.9,4.363912967729938,0.8545362344090021,0.8624732433156762,0.8749126828688197,0.6789999999999999,0.9250226169561171,0.8295020166011562,0.8462646148818294,701,False
2024-10-04,2024,10,F001,华东工厂,1000,3,S004,配件供应商D,普通,0.88,0.45360092305327226,0.9848799692315576,0.8948321311407785,0.9406177206616284,0.6789999999999999,0.895587206563361,0.7487437999750722,0.8727003322395294,653,False
2024-10-04,2024,10,F001,华东工厂,1000,3,S005,新材料供应商E,普通,0.75,6.633014232544376,0.7788995255818542,0.6742073746776958,0.6807472969976799,0.6789999999999999,0.9208281513774518,0.8635331842569683,0.777264735639668,671,False
2024-10-04,2024,10,F002,华南工厂,800,5,S001,核心零部件供应商A,核心,0.85,6.5981346305989605,0.7800621789800346,0.7938189272029762,0.8271168150793863,0.695625,0.848152031227933,0.8790992779895247,0.7727766941333825,543,False
2024-10-04,2024,10,F002,华南工厂,800,5,S002,电子元件供应商B,核心,0.8,0.9480088407899566,0.9683997053070015,0.774753632537741,0.7445119682243826,0.695625,0.8348382934662559,0.8062127107170217,0.7788253215826336,502,False
2024-10-04,2024,10,F002,华南工厂,800,5,S003,结构件供应商C,普通,0.9,7.1526388703066655,0.7615787043231111,0.7652629249394118,0.7661942718722825,0.695625,0.8544453226489648,0.7956996911090969,0.7578498426368865,482,False
2024-10-04,2024,10,F002,华南工厂,800,5,S004,配件供应商D,普通,0.88,5.175067323364817,0.8274977558878395,0.8262657663233923,0.8441692497136416,0.695625,0.8685321101608882,0.7660154961734297,0.7831421900854435,479,False
2024-10-04,2024,10,F002,华南工厂,800,5,S005,新材料供应商E,普通,0.75,8.394013978053161,0.7201995340648946,0.6166346947761848,0.6497865166702721,0.695625,0.833651982061853,0.8736602397234319,0.7023192281986315,490,False
2024-10-04,2024,10,F003,华北工厂,1200,2,S001,核心零部件供应商A,核心,0.85,0.7404481906125612,0.975318393646248,0.8089917229242034,0.8275279669381405,0.6964166666666667,0.9608902797248692,0.8945063107861633,0.858139584143298,921,False
2024-10-04,2024,10,F003,华北工厂,1200,2,S002,电子元件供应商B,核心,0.8,4.29200962237956,0.856933012587348,0.723784718500424,0.7668267678903543,0.6964166666666667,0.9307984749173299,0.7648941123187623,0.782879115086764,718,False
2024-10-04,2024,10,F003,华北工厂,1200,2,S003,结构件供应商C,普通,0.9,0.10276954568273935,0.996574348477242,0.8918057104477397,0.906551974074059,0.6964166666666667,0.9292392551372515,0.8667118478264144,0.876573723228572,911,False
2024-10-04,2024,10,F003,华北工厂,1200,2,S004,配件供应商D,普通,0.88,1.1703731982969912,0.960987560056767,0.8762493453439816,0.8674815524869285,0.6964166666666667,0.9306170193994837,0.844175599714439,0.8686419350728981,879,False
2024-10-04,2024,10,F003,华北工厂,1200,2,S005,新材料供应商E,普通,0.75,0.2088732217719033,0.9930375592742698,0.7706170604764794,0.7462793469023636,0.6964166666666667,0.947372016582404,0.9494070743505391,0.833762378282661,949,False
2024-10-05,2024,10,F001,华东工厂,1000,3,S001,核心零部件供应商A,核心,0.85,0.8292235391897913,0.9723592153603403,0.8363059301548909,0.8211922426317727,0.6789999999999999,0.9342959411378877,0.8415451728062677,0.8247453682211985,694,False
2024-10-05,2024,10,F001,华东工厂,1000,3,S002,电子元件供应商B,核心,0.8,1.1252936374632492,0.9624902120845583,0.7609700178384667,0.7817264521841194,0.6789999999999999,0.9366980649568689,0.7097345041719163,0.8138238052631791,577,False
2024-10-05,2024,10,F001,华东工厂,1000,3,S003,结构件供应商C,普通,0.9,5.4442177820787006,0.81852607393071,0.8397649593065694,0.9003664325144588,0.6789999999999999,0.9293352092521789,0.8467341266397267,0.8403204250185149,711,False
2024-10-05,2024,10,F001,华东工厂,1000,3,S004,配件供应商D,普通,0.88,2.609297822951457,0.9130234059016181,0.8771057342619003,0.8623414288060203,0.6789999999999999,0.8829196328300319,0.8492129692219398,0.8262001264040338,701,False
2024-10-05,2024,10,F001,华东工厂,1000,3,S005,新材料供应商E,普通,0.75,7.9008645123487025,0.7366378495883765,0.6471095738921042,0.6639240158562523,0.6789999999999999,0.8805838983665347,0.9489077773747208,0.7391448659524182,701,False
2024-10-05,2024,10,F002,华南工厂,800,5,S001,核心零部件供应商A,核心,0.85,11.908623936972937,0.6030458687675688,0.7036636471231742,0.7010568770901916,0.695625,0.8638361964366745,0.7133369992472244,0.7432522318454333,424,False
2024-10-05,2024,10,F002,华南工厂,800,5,S002,电子元件供应商B,核心,0.8,1.8196115363713556,0.9393462821209548,0.7995288137016828,0.8346624326327007,0.695625,0.8611658334951159,0.7418392580591953,0.8087732533501087,479,False
2024-10-05,2024,10,F002,华南工厂,800,5,S003,结构件供应商C,普通,0.9,2.0815989945544193,0.930613366848186,0.8910349456858278,0.9233644849717021,0.695625,0.8237663449906643,0.7390516421716554,0.8580361257669155,507,False
2024-10-05,2024,10,F002,华南工厂,800,5,S004,配件供应商D,普通,0.88,3.031312462477169,0.8989562512507611,0.8114207465288854,0.8226255446109371,0.695625,0.8420459177218617,0.8669401479007882,0.8507378152790326,590,False
2024-10-05,2024,10,F002,华南工厂,800,5,S005,新材料供应商E,普通,0.75,5.448778922768371,0.818374035907721,0.6923518435454433,0.7322778589564584,0.695625,0.8669303618345467,0.9007027337061251,0.7789085030728041,561,False
2024-10-05,2024,10,F003,华北工厂,1200,2,S001,核心零部件供应商A,核心,0.85,9.726444634524574,0.6757851788491809,0.6926034774849517,0.7844618864471382,0.6964166666666667,0.9179363448538352,0.8431518082205056,0.7564118812033602,765,False
2024-10-05,2024,10,F003,华北工厂,1200,2,S002,电子元件供应商B,核心,0.8,0.9730901390778255,0.9675636620307392,0.7900476735579918,0.8130059667089345,0.6964166666666667,0.9052186873779112,0.7129973379944268,0.8355171756026246,714,False
2024-10-05,2024,10,F003,华北工厂,1200,2,S003,结构件供应商C,普通,0.9,0.09677556462181443,0.9967741478459395,0.8823996585012805,0.8779295025203646,0.6964166666666667,0.9586314253736212,0.9207287041296806,0.8817346978171567,974,False
2024-10-05,2024,10,F003,华北工厂,1200,2,S004,配件供应商D,普通,0.88,3.228017934328225,0.8923994021890591,0.8412315497619606,0.8309983126854991,0.6964166666666667,0.9366706174352953,0.8843565214426693,0.8402513726299587,891,False
2024-10-05,2024,10,F003,华北工厂,1200,2,S005,新材料供应商E,普通,0.75,1.012800723231203,0.9662399758922933,0.7431130695757597,0.7453563576134188,0.6964166666666667,0.9638499311806293,0.7155985171495692,0.79576044808472,683,False
2024-10-06,2024,10,F001,华东工厂,1000,3,S001,核心零部件供应商A,核心,0.85,1.225163851713102,0.9591612049428966,0.8395048522792498,0.8487583555291952,0.6789999999999999,0.8966743159898019,0.7526982753875071,0.8240065928605738,620,False
2024-10-06,2024,10,F001,华东工厂,1000,3,S002,电子元件供应商B,核心,0.8,0.7816243109292238,0.9739458563023592,0.7549803858864068,0.7480530782759601,0.6789999999999999,0.8759557346783998,0.8995732993022967,0.7942465823025043,714,False
2024-10-06,2024,10,F001,华东工厂,1000,3,S003,结构件供应商C,普通,0.9,1.184705916150805,0.9605098027949732,0.8619307151315452,0.8390951235871109,0.6789999999999999,0.9023695172161685,0.7888299371184719,0.8215754068499724,648,False
2024-10-06,2024,10,F001,华东工厂,1000,3,S004,配件供应商D,普通,0.88,3.3625203940473316,0.887915986865089,0.8230949442409223,0.8330569017158546,0.6789999999999999,0.9276236668608402,0.7387313277858606,0.8061277167839733,595,False
2024-10-06,2024,10,F001,华东工厂,1000,3,S005,新材料供应商E,普通,0.75,0.2590825915171189,0.991363913616096,0.7083994755959602,0.703896348948395,0.6789999999999999,0.9370405695236144,0.7342871220381857,0.7863671413998764,577,False
2024-10-06,2024,10,F002,华南工厂,800,5,S001,核心零部件供应商A,核心,0.85,2.6074993246090887,0.9130833558463637,0.7897469944289314,0.7902882438879544,0.695625,0.8214724215543718,0.821958579636003,0.813165579157289,534,False
2024-10-06,2024,10,F002,华南工厂,800,5,S002,电子元件供应商B,核心,0.8,0.25756374573032403,0.9914145418089892,0.7588504783485108,0.7470364222952056,0.695625,0.8262827890573959,0.8812515190747796,0.7540523005166777,531,False
2024-10-06,2024,10,F002,华南工厂,800,5,S003,结构件供应商C,普通,0.9,2.5619736586944817,0.9146008780435173,0.8841598669064618,0.9046105876035759,0.695625,0.841717576641089,0.8345056763409757,0.8609177673446083,574,False
2024-10-06,2024,10,F002,华南工厂,800,5,S004,配件供应商D,普通,0.88,5.499771546718908,0.8166742817760364,0.7756494805352157,0.7606679515774745,0.695625,0.8840539297669587,0.8231422676883243,0.7815679851119293,514,False
2024-10-06,2024,10,F002,华南工厂,800,5,S005,新材料供应商E,普通,0.75,1.9801868940224718,0.9339937701992509,0.7167586897618694,0.7478334469143965,0.695625,0.8445375529518617,0.7820582764195848,0.7996713244069701,500,False
2024-10-06,2024,10,F003,华北工厂,1200,2,S001,核心零部件供应商A,核心,0.85,1.8153534772551387,0.9394882174248287,0.8144512692335905,0.824799619279979,0.6964166666666667,0.9452390069868262,0.8448286166654844,0.8097407188815308,820,False
2024-10-06,2024,10,F003,华北工厂,1200,2,S002,电子元件供应商B,核心,0.8,2.017825425943596,0.9327391524685468,0.7484302844614812,0.7682519862953936,0.6964166666666667,0.8980664860286041,0.8654168149072972,0.8220492363330993,853,False
2024-10-06,2024,10,F003,华北工厂,1200,2,S003,结构件供应商C,普通,0.9,0.45673988286313716,0.9847753372378955,0.867318389721689,0.8760439737269902,0.6964166666666667,0.9218269940851712,0.7457094449672043,0.8346524157591821,746,False
2024-10-06,2024,10,F003,华北工厂,1200,2,S004,配件供应商D,普通,0.88,5.241120480310547,0.8252959839896484,0.8107378619197716,0.8050126223604711,0.6964166666666667,0.9413498736249455,0.7357502806664316,0.8096208043473171,714,False
2024-10-06,2024,10,F003,华北工厂,1200,2,S005,新材料供应商E,普通,0.75,1.4078432392644946,0.9530718920245168,0.721755714190598,0.7576098895856012,0.6964166666666667,0.9423234616815309,0.9112802128740086,0.7954885181334218,869,False
2024-10-07,2024,10,F001,华东工厂,1000,3,S001,核心零部件供应商A,核心,0.85,4.76782350867567,0.841072549710811,0.7928558151430508,0.7635206991319122,0.6789999999999999,0.8963521801142821,0.9185179433262962,0.7845374665330891,720,False
2024-10-07,2024,10,F001,华东工厂,1000,3,S002,电子元件供应商B,核心,0.8,0.8617223204763962,0.9712759226507868,0.7944340651549351,0.8056905738696499,0.6789999999999999,0.9370803828474304,0.738012141856123,0.8302202319008302,612,False
2024-10-07,2024,10,F001,华东工厂,1000,3,S003,结构件供应商C,普通,0.9,1.8392594814752865,0.9386913506174904,0.8581201676084533,0.8502690155781065,0.6789999999999999,0.9265825965467223,0.7100147797626736,0.8273312104045719,587,False
2024-10-07,2024,10,F001,华东工厂,1000,3,S004,配件供应商D,普通,0.88,1.0336501602115769,0.9655449946596141,0.8517158785524613,0.8297290919806446,0.6789999999999999,0.9086084358215755,0.8165748532349546,0.8515699059180462,695,False
2024-10-07,2024,10,F001,华东工厂,1000,3,S005,新材料供应商E,普通,0.75,4.288553240711595,0.8570482253096134,0.6954982208758531,0.6590799696911316,0.6789999999999999,0.9487838513819894,0.9498894258126096,0.7427384228760405,705,False
2024-10-07,2024,10,F002,华南工厂,800,5,S001,核心零部件供应商A,核心,0.85,4.4018481704183205,0.8532717276527226,0.8110737304880181,0.800113651897644,0.695625,0.8380126701231936,0.82764518936489,0.7750715797127716,513,False
2024-10-07,2024,10,F002,华南工厂,800,5,S002,电子元件供应商B,核心,0.8,2.86454229282214,0.9045152569059287,0.7622317115044528,0.7888336822910891,0.695625,0.8369833454874007,0.708727888164056,0.7828026755784654,443,False
2024-10-07,2024,10,F002,华南工厂,800,5,S003,结构件供应商C,普通,0.9,2.4032661520094067,0.9198911282663531,0.8879437693035772,0.8813841369587001,0.695625,0.8189373589326234,0.7124035933347093,0.8186972847781115,466,False
2024-10-07,2024,10,F002,华南工厂,800,5,S004,配件供应商D,普通,0.88,3.868573416330257,0.8710475527889914,0.8282444966614341,0.8014396996448058,0.695625,0.8337081041365912,0.7949378807298293,0.7880035552597161,501,False
2024-10-07,2024,10,F002,华南工厂,800,5,S005,新材料供应商E,普通,0.75,4.850079145547485,0.8383306951484172,0.717956351051677,0.6995078379072269,0.695625,0.8565002827251308,0.7592333312266621,0.7429185384538617,451,False
2024-10-07,2024,10,F003,华北工厂,1200,2,S001,核心零部件供应商A,核心,0.85,3.393962452353169,0.8868679182548944,0.8167760548498747,0.8201921368591653,0.6964166666666667,0.927200163664451,0.7047888713878132,0.806112445508086,681,False
2024-10-07,2024,10,F003,华北工厂,1200,2,S002,电子元件供应商B,核心,0.8,5.260939355635276,0.8246353548121574,0.7605312407455065,0.76466657589193,0.6964166666666667,0.9259454396817471,0.7075259680528296,0.7537755137409483,639,False
2024-10-07,2024,10,F003,华北工厂,1200,2,S003,结构件供应商C,普通,0.9,9.770693087540794,0.6743102304153068,0.7635476891555081,0.7694230465658286,0.6964166666666667,0.9539004139017644,0.8696249920731594,0.7481208494091964,780,False
2024-10-07,2024,10,F003,华北工厂,1200,2,S004,配件供应商D,普通,0.88,1.1461967263944945,0.9617934424535168,0.8698159476151343,0.8858179731522611,0.6964166666666667,0.9207462593578409,0.9408400801115094,0.848055438079945,957,False
2024-10-07,2024,10,F003,华北工厂,1200,2,S005,新材料供应商E,普通,0.75,0.031013240352235356,0.9989662253215922,0.7694375076594389,0.8005888373023933,0.6964166666666667,0.9182336102594189,0.7197348507366388,0.7888122193016062,681,False
2024-10-08,2024,10,F001,华东工厂,1000,3,S001,核心零部件供应商A,核心,0.85,1.7544830782799985,0.9415172307240001,0.8087412854767795,0.7711999380839577,0.6789999999999999,0.9006313230343928,0.9321576405288485,0.7963553296064928,742,False
2024-10-08,2024,10,F001,华东工厂,1000,3,S002,电子元件供应商B,核心,0.8,0.191403453390514,0.9936198848869828,0.7755399358946085,0.7844916912915976,0.6789999999999999,0.9088960353142524,0.8253794900875415,0.8258668238766727,681,False
2024-10-08,2024,10,F001,华东工厂,1000,3,S003,结构件供应商C,普通,0.9,0.8497103653711408,0.9716763211542954,0.9287670953627497,0.9175989208341817,0.6789999999999999,0.9264949801314459,0.8444727781735221,0.8900079044986597,751,False
2024-10-08,2024,10,F001,华东工厂,1000,3,S004,配件供应商D,普通,0.88,7.04148535127522,0.7652838216241593,0.7880466011695144,0.8090170097699045,0.6789999999999999,0.9227089205662872,0.8027993722206364,0.7673917276982659,616,False
2024-10-08,2024,10,F001,华东工厂,1000,3,S005,新材料供应商E,普通,0.75,1.5445323578404486,0.948515588071985,0.7252901456793411,0.7431079477120205,0.6789999999999999,0.8879117744497683,0.7476524582686124,0.7990792681567186,597,False
2024-10-08,2024,10,F002,华南工厂,800,5,S001,核心零部件供应商A,核心,0.85,0.6123488844567935,0.9795883705181069,0.8246029175526035,0.7680593267821153,0.695625,0.854586282568693,0.7719863356689981,0.8414084551151105,519,False
2024-10-08,2024,10,F002,华南工厂,800,5,S002,电子元件供应商B,核心,0.8,2.0366654689275805,0.9321111510357474,0.7884513166466279,0.7397073769435383,0.695625,0.8258193120602163,0.7291457686389241,0.7741569246148944,451,False
2024-10-08,2024,10,F002,华南工厂,800,5,S003,结构件供应商C,普通,0.9,2.373574786618213,0.9208808404460596,0.8588500570694072,0.8803049290922278,0.695625,0.8670435776961604,0.9328887285773702,0.8745354048488234,652,False
2024-10-08,2024,10,F002,华南工厂,800,5,S004,配件供应商D,普通,0.88,5.1607902904679595,0.8279736569844014,0.8424967821190065,0.86679346176884,0.695625,0.8456652697119151,0.7816986764644442,0.8285998652334123,518,False
2024-10-08,2024,10,F002,华南工厂,800,5,S005,新材料供应商E,普通,0.75,0.03260984412904415,0.9989130051956985,0.7589267016284906,0.7741177109542783,0.695625,0.8535443757014337,0.8159954245417218,0.7877205005285071,514,False
2024-10-08,2024,10,F003,华北工厂,1200,2,S001,核心零部件供应商A,核心,0.85,0.3791025284679209,0.9873632490510693,0.8476075823636319,0.8272243546756805,0.6964166666666667,0.9484668389721714,0.7258162522187621,0.8778020158629443,764,False
