date,year,month,factory_id,factory_name,product_id,product_name,part_id,part_name,part_type,part_unit_cost,required_part_id,actual_part_used,daily_demand,initial_stock,current_stock,min_stock,dead_stock_amount,is_dead_stock,stock_turnover,capital_tied,substitute_awareness,has_substitute,substitute_used,demand_factor,is_anomaly_day,is_anomaly_month
2024-10-03,2024,10,F002,华南工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,4,57,76,40,0.0,False,0.05263157894736842,11400,0.0,False,,1.0447411578889518,False,False
2024-10-04,2024,10,F001,华东工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT002,2,66,50,50,0.0,False,0.04,5000,1.0,True,PT002,0.8557975442608168,False,False
2024-10-04,2024,10,F001,华东工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT004,2,54,41,30,0.0,False,0.04878048780487805,2050,1.0,True,PT004,0.8557975442608168,False,False
2024-10-04,2024,10,F001,华东工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT002,2,79,92,50,0.0,False,0.021739130434782608,8740,0.0,False,,0.9168578594140873,False,False
2024-10-04,2024,10,F001,华东工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT003,2,50,32,30,0.0,False,0.0625,1536,1.0,True,PT003,0.9168578594140873,False,False
2024-10-04,2024,10,F001,华东工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT002,3,66,50,50,0.0,False,0.06,5000,1.0,True,PT002,0.9465447373174767,False,False
2024-10-04,2024,10,F001,华东工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,3,57,73,40,0.0,False,0.0410958904109589,10950,0.0,False,,0.9465447373174767,False,False
2024-10-04,2024,10,F002,华南工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT002,3,66,50,50,0.0,False,0.06,5000,1.0,True,PT002,0.9824279936868143,False,False
2024-10-04,2024,10,F002,华南工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT004,3,54,39,30,0.0,False,0.07692307692307693,1950,1.0,True,PT004,0.9824279936868143,False,False
2024-10-04,2024,10,F002,华南工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT002,2,79,84,50,0.0,False,0.023809523809523808,7980,0.0,False,,1.1140703845572055,False,False
2024-10-04,2024,10,F002,华南工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT003,2,50,60,30,0.0,False,0.03333333333333333,2880,1.0,True,PT003,1.1140703845572055,False,False
2024-10-04,2024,10,F002,华南工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT002,3,66,50,50,0.0,False,0.06,5000,1.0,True,PT002,0.8798695128633439,False,False
2024-10-04,2024,10,F002,华南工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,3,57,70,40,0.0,False,0.04285714285714286,10500,0.0,False,,0.8798695128633439,False,False
2024-10-05,2024,10,F001,华东工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT002,3,66,50,50,0.0,False,0.06,5000,1.0,True,PT002,1.0056937753654447,False,False
2024-10-05,2024,10,F001,华东工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT004,3,54,37,30,0.0,False,0.08108108108108109,1850,1.0,True,PT004,1.0056937753654447,False,False
2024-10-05,2024,10,F001,华东工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT002,2,79,76,50,0.0,False,0.02631578947368421,7220,0.0,False,,1.036965827544817,False,False
2024-10-05,2024,10,F001,华东工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT003,2,50,57,30,0.0,False,0.03508771929824561,2736,1.0,True,PT003,1.036965827544817,False,False
2024-10-05,2024,10,F001,华东工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT002,3,66,50,50,0.0,False,0.06,5000,1.0,True,PT002,0.8185801650879991,False,False
2024-10-05,2024,10,F001,华东工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,3,57,67,40,0.0,False,0.04477611940298507,10050,0.0,False,,0.8185801650879991,False,False
2024-10-05,2024,10,F002,华南工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT002,3,66,50,50,0.0,False,0.06,5000,1.0,True,PT002,1.0430179407605753,False,False
2024-10-05,2024,10,F002,华南工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT004,3,54,35,30,0.0,False,0.08571428571428572,1750,1.0,True,PT004,1.0430179407605753,False,False
2024-10-05,2024,10,F002,华南工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT002,2,79,68,50,0.0,False,0.029411764705882353,6460,0.0,False,,0.8682096494749166,False,False
2024-10-05,2024,10,F002,华南工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT003,2,50,54,30,0.0,False,0.037037037037037035,2592,1.0,True,PT003,0.8682096494749166,False,False
2024-10-05,2024,10,F002,华南工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT002,3,66,50,50,0.0,False,0.06,5000,1.0,True,PT002,0.8260206371941119,False,False
2024-10-05,2024,10,F002,华南工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,3,57,64,40,0.0,False,0.046875,9600,0.0,False,,0.8260206371941119,False,False
2024-10-06,2024,10,F001,华东工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT002,3,66,50,50,0.0,False,0.06,5000,1.0,True,PT002,1.1795542149013332,False,False
2024-10-06,2024,10,F001,华东工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT004,3,54,33,30,0.0,False,0.09090909090909091,1650,1.0,True,PT004,1.1795542149013332,False,False
2024-10-06,2024,10,F001,华东工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT002,3,79,59,50,0.0,False,0.05084745762711865,5605,0.0,False,,1.1862528132298236,False,False
2024-10-06,2024,10,F001,华东工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT003,3,50,51,30,0.0,False,0.058823529411764705,2448,1.0,True,PT003,1.1862528132298236,False,False
2024-10-06,2024,10,F001,华东工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT002,4,66,50,50,0.0,False,0.08,5000,1.0,True,PT002,1.1233589392465844,False,False
2024-10-06,2024,10,F001,华东工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,4,57,60,40,0.0,False,0.06666666666666667,9000,0.0,False,,1.1233589392465844,False,False
2024-10-06,2024,10,F002,华南工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT002,3,66,50,50,0.0,False,0.06,5000,1.0,True,PT002,0.9218455076693483,False,False
2024-10-06,2024,10,F002,华南工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT004,3,54,30,30,0.0,False,0.1,1500,1.0,True,PT004,0.9218455076693483,False,False
2024-10-06,2024,10,F002,华南工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT002,2,79,50,50,0.0,False,0.04,4750,0.0,False,,0.8390688456025536,False,False
2024-10-06,2024,10,F002,华南工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT004,2,50,46,30,0.0,False,0.043478260869565216,2208,0.0,False,,0.8390688456025536,False,False
2024-10-06,2024,10,F002,华南工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT001,4,66,100,50,0.0,False,0.04,10000,0.0,False,,1.0736932106048627,False,False
2024-10-06,2024,10,F002,华南工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,4,57,56,40,0.0,False,0.07142857142857142,8400,0.0,False,,1.0736932106048627,False,False
2024-10-07,2024,10,F001,华东工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT001,3,66,97,50,0.0,False,0.030927835051546393,9700,0.0,False,,0.9760609974958405,False,False
2024-10-07,2024,10,F001,华东工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT004,3,54,30,30,0.0,False,0.1,1500,1.0,True,PT004,0.9760609974958405,False,False
2024-10-07,2024,10,F001,华东工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT001,2,79,50,50,0.0,False,0.04,4750,1.0,True,PT001,0.8488152939379116,False,False
2024-10-07,2024,10,F001,华东工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT004,2,50,41,30,0.0,False,0.04878048780487805,1968,0.0,False,,0.8488152939379116,False,False
2024-10-07,2024,10,F001,华东工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT001,3,66,92,50,0.0,False,0.03260869565217391,9200,0.0,False,,0.9980707640445081,False,False
2024-10-07,2024,10,F001,华东工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,3,57,53,40,0.0,False,0.05660377358490566,7950,0.0,False,,0.9980707640445081,False,False
2024-10-07,2024,10,F002,华南工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT001,2,66,90,50,0.0,False,0.022222222222222223,9000,0.0,False,,0.8137554084460874,False,False
2024-10-07,2024,10,F002,华南工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT004,2,54,30,30,0.0,False,0.06666666666666667,1500,1.0,True,PT004,0.8137554084460874,False,False
2024-10-07,2024,10,F002,华南工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT001,3,79,50,50,0.0,False,0.06,4750,1.0,True,PT001,1.1637281608315129,False,False
2024-10-07,2024,10,F002,华南工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT004,3,50,36,30,0.0,False,0.08333333333333333,1728,0.0,False,,1.1637281608315129,False,False
2024-10-07,2024,10,F002,华南工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT001,3,66,84,50,0.0,False,0.03571428571428571,8400,0.0,False,,0.9035119926400068,False,False
2024-10-07,2024,10,F002,华南工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,3,57,50,40,0.0,False,0.06,7500,0.0,False,,0.9035119926400068,False,False
2024-10-08,2024,10,F001,华东工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT001,3,66,81,50,0.0,False,0.037037037037037035,8100,0.0,False,,1.0650089137415928,False,False
2024-10-08,2024,10,F001,华东工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT004,3,54,30,30,0.0,False,0.1,1500,1.0,True,PT004,1.0650089137415928,False,False
2024-10-08,2024,10,F001,华东工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT001,2,79,50,50,0.0,False,0.04,4750,1.0,True,PT001,0.9246844304357644,False,False
2024-10-08,2024,10,F001,华东工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT004,2,50,31,30,0.0,False,0.06451612903225806,1488,0.0,False,,0.9246844304357644,False,False
2024-10-08,2024,10,F001,华东工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT001,4,66,75,50,0.0,False,0.05333333333333334,7500,0.0,False,,1.0080272084711244,False,False
2024-10-08,2024,10,F001,华东工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,4,57,46,40,0.0,False,0.08695652173913043,6900,0.0,False,,1.0080272084711244,False,False
2024-10-08,2024,10,F002,华南工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT001,3,66,72,50,0.0,False,0.041666666666666664,7200,0.0,False,,1.0186841117373118,False,False
2024-10-08,2024,10,F002,华南工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT004,3,54,30,30,0.0,False,0.1,1500,1.0,True,PT004,1.0186841117373118,False,False
2024-10-08,2024,10,F002,华南工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT001,2,79,50,50,0.0,False,0.04,4750,1.0,True,PT001,0.8739417822102109,False,False
2024-10-08,2024,10,F002,华南工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT004,2,50,60,30,0.0,False,0.03333333333333333,2880,0.0,False,,0.8739417822102109,False,False
2024-10-08,2024,10,F002,华南工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT001,4,66,66,50,0.0,False,0.06060606060606061,6600,0.0,False,,1.1878338511058235,False,False
2024-10-08,2024,10,F002,华南工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,4,57,42,40,0.0,False,0.09523809523809523,6300,0.0,False,,1.1878338511058235,False,False
2024-10-09,2024,10,F001,华东工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT001,3,66,63,50,0.0,False,0.047619047619047616,6300,0.0,False,,1.1100531293444458,False,False
2024-10-09,2024,10,F001,华东工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT004,3,54,30,30,0.0,False,0.1,1500,1.0,True,PT004,1.1100531293444458,False,False
2024-10-09,2024,10,F001,华东工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT001,3,79,50,50,0.0,False,0.06,4750,1.0,True,PT001,1.1757995766256757,False,False
2024-10-09,2024,10,F001,华东工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT004,3,50,54,30,0.0,False,0.05555555555555555,2592,0.0,False,,1.1757995766256757,False,False
2024-10-09,2024,10,F001,华东工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT001,4,66,56,50,0.0,False,0.07142857142857142,5600,0.0,False,,1.1579309401710596,False,False
2024-10-09,2024,10,F001,华东工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,4,57,80,40,0.0,False,0.05,12000,0.0,False,,1.1579309401710596,False,False
2024-10-09,2024,10,F002,华南工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT001,3,66,53,50,0.0,False,0.05660377358490566,5300,0.0,False,,1.039159991524434,False,False
2024-10-09,2024,10,F002,华南工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT004,3,54,30,30,0.0,False,0.1,1500,1.0,True,PT004,1.039159991524434,False,False
2024-10-09,2024,10,F002,华南工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT001,3,79,50,50,0.0,False,0.06,4750,1.0,True,PT001,1.1687496940092468,False,False
2024-10-09,2024,10,F002,华南工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT004,3,50,48,30,0.0,False,0.0625,2304,0.0,False,,1.1687496940092468,False,False
2024-10-09,2024,10,F002,华南工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT001,3,66,100,50,0.0,False,0.03,10000,0.0,False,,0.8353970008207678,False,False
2024-10-09,2024,10,F002,华南工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,3,57,77,40,0.0,False,0.03896103896103896,11550,0.0,False,,0.8353970008207678,False,False
2024-10-10,2024,10,F001,华东工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT001,2,66,98,50,0.0,False,0.02040816326530612,9800,0.0,False,,0.8783931449676581,False,False
2024-10-10,2024,10,F001,华东工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT004,2,54,30,30,0.0,False,0.06666666666666667,1500,1.0,True,PT004,0.8783931449676581,False,False
2024-10-10,2024,10,F001,华东工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT001,2,79,50,50,0.0,False,0.04,4750,1.0,True,PT001,0.8180909155642153,False,False
2024-10-10,2024,10,F001,华东工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT004,2,50,44,30,0.0,False,0.045454545454545456,2112,0.0,False,,0.8180909155642153,False,False
2024-10-10,2024,10,F001,华东工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT001,3,66,93,50,0.0,False,0.03225806451612903,9300,0.0,False,,0.9301321323053058,False,False
2024-10-10,2024,10,F001,华东工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,3,57,74,40,0.0,False,0.04054054054054054,11100,0.0,False,,0.9301321323053058,False,False
2024-10-10,2024,10,F002,华南工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT001,3,66,90,50,0.0,False,0.03333333333333333,9000,0.0,False,,0.9554709158757928,False,False
2024-10-10,2024,10,F002,华南工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT004,3,54,30,30,0.0,False,0.1,1500,1.0,True,PT004,0.9554709158757928,False,False
2024-10-10,2024,10,F002,华南工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT001,2,79,50,50,0.0,False,0.04,4750,1.0,True,PT001,0.9085396127095584,False,False
2024-10-10,2024,10,F002,华南工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT004,2,50,39,30,0.0,False,0.05128205128205128,1872,0.0,False,,0.9085396127095584,False,False
2024-10-10,2024,10,F002,华南工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT001,4,66,84,50,0.0,False,0.047619047619047616,8400,0.0,False,,1.1314950036607718,False,False
2024-10-10,2024,10,F002,华南工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,4,57,70,40,0.0,False,0.05714285714285714,10500,0.0,False,,1.1314950036607718,False,False
2024-10-11,2024,10,F001,华东工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT001,3,66,81,50,0.0,False,0.037037037037037035,8100,0.0,False,,0.9427013306774357,False,False
2024-10-11,2024,10,F001,华东工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT004,3,54,30,30,0.0,False,0.1,1500,1.0,True,PT004,0.9427013306774357,False,False
2024-10-11,2024,10,F001,华东工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT001,2,79,50,50,0.0,False,0.04,4750,1.0,True,PT001,0.9123738038749524,False,False
2024-10-11,2024,10,F001,华东工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT004,2,50,34,30,0.0,False,0.058823529411764705,1632,0.0,False,,0.9123738038749524,False,False
2024-10-11,2024,10,F001,华东工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT001,4,66,75,50,0.0,False,0.05333333333333334,7500,0.0,False,,1.0170784332632994,False,False
2024-10-11,2024,10,F001,华东工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,4,57,66,40,0.0,False,0.06060606060606061,9900,0.0,False,,1.0170784332632994,False,False
2024-10-11,2024,10,F002,华南工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT001,2,66,73,50,0.0,False,0.0273972602739726,7300,0.0,False,,0.8563696899899051,False,False
2024-10-11,2024,10,F002,华南工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT004,2,54,30,30,0.0,False,0.06666666666666667,1500,1.0,True,PT004,0.8563696899899051,False,False
2024-10-11,2024,10,F002,华南工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT001,2,79,50,50,0.0,False,0.04,4750,1.0,True,PT001,1.120878792301616,False,False
2024-10-11,2024,10,F002,华南工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT004,2,50,30,30,0.0,False,0.06666666666666667,1440,0.0,False,,1.120878792301616,False,False
2024-10-11,2024,10,F002,华南工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT001,3,66,68,50,0.0,False,0.04411764705882353,6800,0.0,False,,0.8298202574719084,False,False
2024-10-11,2024,10,F002,华南工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,3,57,63,40,0.0,False,0.047619047619047616,9450,0.0,False,,0.8298202574719084,False,False
2024-10-12,2024,10,F001,华东工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT001,3,66,65,50,0.0,False,0.046153846153846156,6500,0.0,False,,1.1947547746402067,False,False
2024-10-12,2024,10,F001,华东工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT003,3,54,60,30,0.0,False,0.05,3000,0.0,False,,1.1947547746402067,False,False
2024-10-12,2024,10,F001,华东工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT001,2,79,50,50,0.0,False,0.04,4750,1.0,True,PT001,1.108897907718663,False,False
2024-10-12,2024,10,F001,华东工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT003,2,50,30,30,0.0,False,0.06666666666666667,1440,1.0,True,PT003,1.108897907718663,False,False
2024-10-12,2024,10,F001,华东工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT001,3,66,60,50,0.0,False,0.05,6000,0.0,False,,0.879486272613669,False,False
2024-10-12,2024,10,F001,华东工厂,P003,产品C,PT005,部件C1,核心,150,PT005,PT005,3,57,60,40,0.0,False,0.05,9000,0.0,False,,0.879486272613669,False,False
2024-10-12,2024,10,F002,华南工厂,P001,产品A,PT001,部件A1,核心,100,PT001,PT001,2,66,58,50,0.0,False,0.034482758620689655,5800,0.0,False,,0.802208846849441,False,False
2024-10-12,2024,10,F002,华南工厂,P001,产品A,PT003,部件B1,普通,50,PT003,PT003,2,54,56,30,0.0,False,0.03571428571428571,2800,0.0,False,,0.802208846849441,False,False
2024-10-12,2024,10,F002,华南工厂,P002,产品B,PT002,部件A2,核心,95,PT002,PT001,3,79,50,50,0.0,False,0.06,4750,1.0,True,PT001,1.1261845713819336,False,False
2024-10-12,2024,10,F002,华南工厂,P002,产品B,PT004,部件B2,普通,48,PT004,PT003,3,50,30,30,0.0,False,0.1,1440,1.0,True,PT003,1.1261845713819336,False,False
2024-10-12,2024,10,F002,华南工厂,P003,产品C,PT001,部件A1,核心,100,PT001,PT001,4,66,51,50,0.0,False,0.0784313725490196,5100,0.0,False,,1.082742937539047,False,False
