date,month,day,server_2885_sales_quantity,server_2885_production_efficiency,server_5885_sales_quantity,server_5885_production_efficiency,cpu_xeon_6338_inventory_level,cpu_xeon_6338_inventory_turnover_rate,cpu_xeon_6338_commonality,cpu_xeon_6338_utilization_ratio_for_server_2885,cpu_xeon_6338_utilization_ratio_for_server_5885,cpu_xeon_8358_inventory_level,cpu_xeon_8358_inventory_turnover_rate,cpu_xeon_8358_commonality,cpu_xeon_8358_utilization_ratio_for_server_2885,cpu_xeon_8358_utilization_ratio_for_server_5885,memory_32gb_inventory_level,memory_32gb_inventory_turnover_rate,memory_32gb_commonality,memory_32gb_utilization_ratio_for_server_2885,memory_32gb_utilization_ratio_for_server_5885,memory_64gb_inventory_level,memory_64gb_inventory_turnover_rate,memory_64gb_commonality,memory_64gb_utilization_ratio_for_server_2885,memory_64gb_utilization_ratio_for_server_5885,hdd_2tb_inventory_level,hdd_2tb_inventory_turnover_rate,hdd_2tb_commonality,hdd_2tb_utilization_ratio_for_server_2885,hdd_2tb_utilization_ratio_for_server_5885,ssd_1tb_inventory_level,ssd_1tb_inventory_turnover_rate,ssd_1tb_commonality,ssd_1tb_utilization_ratio_for_server_2885,ssd_1tb_utilization_ratio_for_server_5885
2026-11-11,11,11,20,0.8125405454904405,19,0.8723958258421396,75,0.4568930344572047,2,0.7216966082192801,0.5177408714433323,43,0.5156441613350048,1,0.26470386302923066,0.7946338626199355,133,0.6167584225481874,1,0.7402864300888556,0.1854506707276643,97,0.5566019611498445,1,0.2531830706337981,0.7438192453151479,61,0.3399775192404116,1,0.6584280326015053,0.15489384605090473,61,0.6698266478741874,1,0.11536411116123287,0.752599102081007
2026-11-12,11,12,21,0.8132506677329497,13,0.9490373157993803,66,0.4264035873904801,2,0.7352014322330774,0.6384239199287074,55,0.651376559473835,1,0.26461369979414917,0.7215551725880249,103,0.7524465373936691,1,0.7200413875486288,0.15451243616194968,103,0.41475909301535097,1,0.2539459684116296,0.6075412316365424,82,0.5330772167279123,1,0.6047002994345095,0.11109269944608316,68,0.7567567063214171,1,0.25163287626088177,0.6172935821368131
2026-11-13,11,13,22,0.9085828232279122,18,0.9283582750986201,52,0.5565698869548416,2,0.7814003082096037,0.6097042888239962,59,0.4531464403430131,1,0.11262225717340585,0.688995297281821,146,0.6933663528305747,1,0.6405813501221964,0.19358606265138179,102,0.664641700172841,1,0.22790928720971831,0.696071018396593,62,0.3895907811841833,1,0.612370546684953,0.12712849292457656,59,0.6124927563493374,1,0.1452665935154281,0.7628871435094016
2026-11-14,11,14,15,0.8880095738074294,11,0.9616954775371678,52,0.5880981591981058,2,0.6206507454937144,0.5103567834868971,53,0.5785644014576706,1,0.16266743681712775,0.6616011468028353,101,0.6482561113865628,1,0.7313861486112062,0.2874095185570792,81,0.6853553873750969,1,0.27796128758845473,0.6810210441942544,71,0.5705057092518269,1,0.6596264632236742,0.12698884002646005,42,0.7586119474411173,1,0.1381853192178431,0.7841390482430398
2026-11-15,11,15,23,0.8879475149706897,15,0.9394722612080508,68,0.5779342717377831,2,0.7911043199336075,0.5927253399033618,38,0.6272360063938568,1,0.2093609540275495,0.6862448487419126,110,0.5828939471733087,1,0.6197844192443269,0.23835123785010584,119,0.6907737820870762,1,0.213124667982262,0.636509001561659,91,0.5161371490132114,1,0.6621265593068804,0.19994951601735012,75,0.6733844393353534,1,0.10904284020485128,0.6214654139783166
2026-11-16,11,16,23,0.9443858299572077,10,0.8862693444099667,59,0.5351318563489715,2,0.6896815140864921,0.69907950512172,30,0.48056308794155733,1,0.28239057952294644,0.67661354660142,121,0.7233411671373573,1,0.6000635183840163,0.18819524486359818,81,0.699322187163832,1,0.24609368219406016,0.7045994329675658,77,0.5078616814952259,1,0.6007354105267201,0.22839014061333202,78,0.6295243901482789,1,0.1931361248130071,0.6770317054830314
2026-11-17,11,17,21,0.9444279458858102,10,0.8922385763555757,66,0.5355404913426384,2,0.6301948449544102,0.5828687856156094,51,0.45962161348988173,1,0.20641807684344504,0.6461412503119871,124,0.7419590204604645,1,0.6441164192181708,0.174092079335074,82,0.5323016547812346,1,0.25651861347733473,0.6566955173904301,80,0.40855198932386394,1,0.6487644315279804,0.191151345115035,61,0.7969690339311838,1,0.2119989094285865,0.7987486828184496
2026-11-18,11,18,17,0.9028402098270584,18,0.9066226900721175,70,0.4657193272668182,2,0.7091989769581543,0.6349427341407062,45,0.6880495328926036,1,0.1340327205927727,0.6622963898570303,126,0.7267299535178877,1,0.7330566723672346,0.277050570527913,108,0.6105021030139386,1,0.14265062132965234,0.6348565887471598,89,0.5119406409437015,1,0.6467833032660306,0.2024692697250029,51,0.6068601813656223,1,0.17254156935306253,0.6221197059608866
2026-11-19,11,19,15,0.887699883754176,19,0.8608438789097843,55,0.4486994740012095,2,0.744846891945475,0.6074897885424038,31,0.6932253436972986,1,0.21109923425925142,0.7293049758512674,122,0.5524079909410594,1,0.6600905228153103,0.19728345823496457,81,0.67407425444699,1,0.13366672606174324,0.7369340534091793,78,0.37905757927183653,1,0.6241860216616458,0.18106429892011028,43,0.8226875515835356,1,0.18351230588147344,0.6676882588537779
2026-11-20,11,20,16,0.8507144057078068,14,0.9411027891885498,76,0.47341519052873027,2,0.7909484975748962,0.5024899374799584,43,0.4744820007090873,1,0.13455480352044966,0.7665780625168334,126,0.5013760039330416,1,0.7222626832767757,0.123743021285396,88,0.6354453176018077,1,0.16976853363019917,0.633246163105391,64,0.3123905506237196,1,0.7611845951507683,0.2559690708558806,68,0.7963294930936472,1,0.25545201341358326,0.6578841875358439
2026-11-21,11,21,17,0.9272530044348138,18,0.8617404538682627,70,0.42921139102009254,2,0.7498265120423823,0.5347956301072817,56,0.626992343370216,1,0.23240816301991632,0.698577670172331,146,0.5218978316147448,1,0.7815651739176762,0.2221152818343782,111,0.5451881964208324,1,0.2969396139271382,0.6915833075836771,93,0.5636700819993755,1,0.7112408331201776,0.12998648950915095,55,0.8237999185243818,1,0.1685423152114506,0.714549132675381
2026-11-22,11,22,18,0.8179528506768954,14,0.922035589984466,78,0.48401444663064974,2,0.6148515905497455,0.5834221673978109,37,0.5957113129249649,1,0.2850179564716331,0.7575485674244982,110,0.6321690496229997,1,0.6676163826474965,0.27092230304704323,115,0.6664970027371875,1,0.2308478642258107,0.7252369419031478,77,0.5789650475908314,1,0.6058999456828047,0.19989439945852538,54,0.6317266983000709,1,0.2839377639812867,0.668311552107783
2026-11-23,11,23,17,0.8611362102480399,12,0.8872211350746195,52,0.5748874897971077,2,0.7644659984893032,0.573922716505741,53,0.5966757762740295,1,0.16079142053996356,0.6842875721030273,149,0.5315941336860383,1,0.7211937251274779,0.1924723824471618,112,0.5413332458110166,1,0.2665034118412847,0.6283802541326227,93,0.45682623398643685,1,0.6799113456417003,0.19352556190169085,75,0.7169711344400282,1,0.13819480526106437,0.7239004684270786
2026-11-24,11,24,18,0.849444810911683,17,0.9624005367828545,72,0.501713211889248,2,0.6602694627439817,0.6165279544801274,32,0.41981404804109657,1,0.2762131611758397,0.7214503602997644,142,0.650052971141139,1,0.7295603465580964,0.1648017029365107,112,0.4191338417725411,1,0.24919990063820396,0.6503070804904976,78,0.39404598547848946,1,0.6516880594105978,0.2690972720484095,64,0.7820702827227046,1,0.2334943835356082,0.6755454111475871
2026-11-25,11,25,18,0.9465634843784078,12,0.9494373208348396,74,0.5436939418462294,2,0.6528163226434757,0.6463585933065936,47,0.5913363817483683,1,0.29700627689697756,0.7125694642863357,128,0.6584150920850321,1,0.7769846515808176,0.23746361952145537,109,0.4559670178901002,1,0.1679857527804084,0.7355721089719095,65,0.4309330909707878,1,0.7906567750180686,0.2313962812276233,73,0.8264066252504716,1,0.29456675658621245,0.6057240202445517
2026-11-26,11,26,22,0.8509130646837876,12,0.9179603456553649,79,0.48121878184297173,2,0.6477137549626024,0.532477332948017,55,0.6357464808451602,1,0.2616686209235509,0.751341593668712,108,0.7641928789998562,1,0.627242992441913,0.23198324001090914,110,0.6905532551669985,1,0.1867267569965103,0.6073771800308462,90,0.41273676845041035,1,0.6722037119299267,0.10131070200879431,56,0.644748260905306,1,0.15149268897291618,0.6302407643313306
2026-11-27,11,27,16,0.8187009167651801,10,0.868329984773405,74,0.43207813324493405,2,0.7184705499983457,0.5466741007151832,37,0.43363316464666624,1,0.13034372520093535,0.7856701553199077,105,0.7216853470714196,1,0.7110844371773886,0.22765463102603398,104,0.43522210277663875,1,0.2881599879411092,0.7735654775672988,93,0.3491311088401361,1,0.767492517825611,0.24462644818820212,75,0.6818739316072004,1,0.22714651999299576,0.6750084086508724
2026-11-28,11,28,24,0.820287721471185,10,0.9129648900973028,67,0.4887915504831676,2,0.7225982490525361,0.5456587428601392,58,0.6263612433072643,1,0.2514582496272023,0.7005208401258226,139,0.7242981150236717,1,0.7973528109598151,0.1510000778757729,110,0.6229768133704766,1,0.2586495626697168,0.7333795764663481,91,0.4070651726938176,1,0.6344858647614167,0.13374845641373176,53,0.6637455098087315,1,0.24932539077699692,0.6944998854410744
2026-11-29,11,29,18,0.838058436928814,10,0.9475097074274381,56,0.5773231247400465,2,0.7238706281227771,0.6294228150588851,48,0.694619105924529,1,0.24449419891539145,0.7510152248832748,132,0.7965155345098054,1,0.6156212286615076,0.26350996172989305,99,0.5312999694713259,1,0.1573665213380503,0.6877052811193336,68,0.3743408665905379,1,0.6008997390026921,0.23296614008475325,49,0.8035872472639547,1,0.14363859659377265,0.7632977259451632
2026-11-30,11,30,22,0.8134465205822949,16,0.9196448500923671,53,0.5111620631188303,2,0.6036352657497731,0.533717516336143,59,0.4693868982701162,1,0.11620414858776139,0.6638886156167533,103,0.6354983585145437,1,0.7693801699352524,0.20453002882896784,104,0.569309638275034,1,0.14840082002102706,0.6489050954201855,71,0.565173037023486,1,0.6349116369573733,0.2091789432059808,70,0.6246377671926849,1,0.24295210356446675,0.6761356254655196
2026-12-01,12,1,5,0.8327549125806325,14,0.8938792697897846,109,0.24430781555354106,2,0.41482010156907756,0.0,52,0.648744665279809,1,0.2406080256284672,0.6935164798549953,159,0.5339053043963358,1,0.3709634129901248,0.1002928107906985,101,0.7287157317964722,1,0.19847778733194693,0.7392049321454331,76,0.25856608060772956,1,0.3928536631969132,0.15469271256666514,70,0.8396215689384889,1,0.199954029287,0.6018188189876321
2026-12-02,12,2,6,0.8207803779420341,12,0.8993974053806761,145,0.3064543490361562,2,0.31162786495618006,0.0,63,0.6651618990338647,1,0.16178015629063605,0.7183051434056585,115,0.4965514954165913,1,0.34685863997436295,0.10211779353057152,101,0.6169862418120186,1,0.10896853880289475,0.718758369333945,96,0.4363964968078815,1,0.3942493454467577,0.2800263933765847,46,0.9460164177447157,1,0.16719086847322745,0.6808929337157872
2026-12-03,12,3,6,0.8463369573331926,16,0.9736522531141425,111,0.2861959817588692,2,0.43393834338355025,0.0,61,0.7494614471814842,1,0.2153279344622303,0.7599392252276157,154,0.4176865373892264,1,0.391649561879349,0.2798940730864854,123,0.5806547048893533,1,0.16163013879189553,0.6612802862100402,71,0.46018381163695665,1,0.3283186367523458,0.29383239771104475,66,0.8410367868301996,1,0.15796367977666786,0.6227926763165572
2026-12-04,12,4,8,0.9052475949807324,15,0.9025128512065721,102,0.2520846571677015,2,0.3595765546288229,0.0,52,0.6371938324105333,1,0.2463427485661487,0.6843558960235917,115,0.5260080209561655,1,0.4521088636447211,0.2069187799078158,122,0.4794117921096817,1,0.25441368268240605,0.6838850645137753,86,0.4173000851806431,1,0.3612801101647008,0.2520481739103254,53,0.7269317970862574,1,0.22350702883529694,0.7373728773063019
2026-12-05,12,5,5,0.8003016010299141,13,0.930728689335544,108,0.35826737408193915,2,0.34576579833871135,0.0,44,0.7467768856436847,1,0.22407118056519032,0.6612798007943805,159,0.5393424771149049,1,0.38933973990712745,0.12694238787495543,89,0.6379019453990263,1,0.1273375899582202,0.7761810886463902,82,0.26316161563038454,1,0.4501444127865119,0.2578718931007946,53,0.7480793255342678,1,0.27983498457555156,0.6110651880496556
2026-12-06,12,6,7,0.8780585802729477,18,0.8637771583385114,144,0.32637178182219206,2,0.32107898917418515,0.0,54,0.6271215309624244,1,0.2087024296172324,0.7886518557331506,144,0.6795973970039009,1,0.4443949214496963,0.16746188409335444,85,0.7382894221993004,1,0.10834515605533226,0.751658038812738,103,0.3248149775049818,1,0.3184937102914219,0.15756549543172896,60,0.8363399146767572,1,0.24115986130168401,0.6251982285689687
2026-12-07,12,7,8,0.833584622056946,13,0.9081246364749406,124,0.36401989414595903,2,0.3710335586248261,0.0,50,0.5053890194672235,1,0.2949026941984191,0.7101375686458697,149,0.4040224829285439,1,0.3390291990378355,0.21854348829097497,91,0.5113232070962959,1,0.10233252108428442,0.6913465778929309,85,0.25230622976176675,1,0.4916146340146758,0.18071386908546438,56,0.6619820069878685,1,0.23009749896306622,0.7086732383783116
2026-12-08,12,8,6,0.8550743211312499,12,0.8610400446760247,123,0.39310061003738705,2,0.3151173478128038,0.0,46,0.6688313833794024,1,0.1725320208228695,0.7442403592512407,150,0.5179514210849132,1,0.34123115296089856,0.1840923481159844,104,0.5573333290127741,1,0.2458527989818337,0.7912618233429233,81,0.34932056645892035,1,0.3513400179426397,0.23788316314789976,52,0.8160156545943498,1,0.1636779041139918,0.6360724863371743
2026-12-09,12,9,8,0.8405805910417667,19,0.968592256676665,144,0.3424561305792839,2,0.43512286926564503,0.0,62,0.595099873711145,1,0.253161921486892,0.7291565171621044,146,0.4217951208710077,1,0.3325227583827926,0.20385042258806146,111,0.673169796126939,1,0.1044901958902136,0.7341360604197872,76,0.21317623150461365,1,0.44968576977449554,0.1956617162628997,72,0.65015249280216,1,0.10886894213615626,0.766204851655153
2026-12-10,12,10,7,0.8899597537371405,13,0.9307735659611049,125,0.23332095128357827,2,0.47750922462422946,0.0,48,0.6796278171019231,1,0.21202429092002717,0.6333559438723754,149,0.6271736767173239,1,0.4852358079825311,0.18329897077187235,104,0.6320184876345579,1,0.2954376410781395,0.7525134903059086,89,0.22779732190274962,1,0.4039909723353384,0.1651479292510295,79,0.8965538684396602,1,0.25659678981318457,0.7425450770375779
2026-12-11,12,11,9,0.8937051914295233,18,0.9766170801277568,148,0.3517581103398547,2,0.3717094557626911,0.0,56,0.6014657234841773,1,0.22230866366605467,0.6584436416198022,117,0.5324869627409186,1,0.31678330896241064,0.208553988418776,86,0.6462985592089523,1,0.2694106808132959,0.6926216589488308,106,0.4948450888523046,1,0.470827912275592,0.2570328809315548,63,0.8702476370468712,1,0.17522928626863563,0.762335716847194
2026-12-12,12,12,5,0.9389404955459787,16,0.9370179152464656,139,0.21082782580030665,2,0.47617515624701146,0.0,39,0.47008686783618653,1,0.17114594075048048,0.7244883704930196,130,0.5699943761783164,1,0.32466190532619765,0.14312442052981783,101,0.5381013691004528,1,0.2662140967502953,0.6092853414719901,74,0.20685179022370698,1,0.4896046728719636,0.22051430229701596,61,0.8150952576635199,1,0.22941537535047657,0.6310279042463172
2026-12-13,12,13,6,0.8303993410530786,18,0.886932010658078,120,0.37527354898066534,2,0.37831347905790624,0.0,52,0.4612922702331005,1,0.2449697200519116,0.7611857440928902,144,0.4213401596898013,1,0.4534716330694477,0.2104041237303278,94,0.45708168722063175,1,0.2879674318657227,0.7624412657141193,83,0.4611464289679622,1,0.4018384572294058,0.25122474650622717,81,0.8059690562819524,1,0.22742943866357143,0.7126705221847361
2026-12-14,12,14,7,0.805218530421988,11,0.9064519690110445,118,0.29664873937378156,2,0.38207062340418246,0.0,49,0.6342959056683932,1,0.2325274939654657,0.7253961510878499,128,0.6337384012199324,1,0.4169885138304681,0.18874663872159855,107,0.5703931772259211,1,0.20512978896456124,0.6337337604773421,74,0.4743655911075422,1,0.3282986248586089,0.16397236296715717,60,0.8763694998721254,1,0.20736213114639113,0.6871008863358132
2026-12-15,12,15,6,0.845112012157038,11,0.9434779079638462,148,0.3994141896591287,2,0.3946920705296191,0.0,39,0.5915101706706161,1,0.12987481845811094,0.6653146676380673,153,0.41698670268444477,1,0.39527686217639796,0.2642543957833393,112,0.5951113585721126,1,0.21862640979456394,0.7051907524663477,70,0.48453329007454393,1,0.34959097182924603,0.24122978722977143,59,0.7863711717440237,1,0.10910098969563131,0.7909675676366632
2026-12-16,12,16,5,0.9366564605275779,11,0.8621131546115359,140,0.3054157603617784,2,0.4315872363765221,0.0,50,0.6301246189452753,1,0.1728416904972242,0.7831385526545718,130,0.5114185765206625,1,0.3302262652946945,0.24319093310170256,101,0.5537731854971357,1,0.14491046864547003,0.6227346078712888,74,0.35848883671492515,1,0.4867947725015407,0.13548992059774972,75,0.7334667668726564,1,0.25308095562924326,0.7267323676075127
2026-12-17,12,17,6,0.879674994380864,18,0.9728296450065358,125,0.327986137313782,2,0.3469974849717253,0.0,36,0.6087706240319264,1,0.23537178784891283,0.630217783772373,131,0.4071136634881451,1,0.3412012543292306,0.29253024958610996,95,0.5104465128651686,1,0.1923842308542366,0.6832464873312696,87,0.27879948656269604,1,0.4873961412532649,0.20361377290898303,58,0.7271707960906968,1,0.133986289502438,0.6253801092071652
2026-12-18,12,18,7,0.9404837577063805,15,0.9426823153044321,106,0.33256475494614524,2,0.46699019784537,0.0,39,0.6543312938328342,1,0.26870309319996893,0.6067321051089294,137,0.6893122530761402,1,0.4650084411949544,0.16245442262067483,122,0.45108130445927885,1,0.1556743211336288,0.6636447328724142,83,0.43014754918211706,1,0.3371078761877972,0.2228162566487601,66,0.9252045312691133,1,0.21755816312715315,0.7909381137896625
2026-12-19,12,19,5,0.8938698969361819,16,0.8834771792738675,100,0.3538797601763031,2,0.493054857253116,0.0,50,0.49265208289165247,1,0.26006688555449753,0.6094646777336266,146,0.46124798191888333,1,0.3945300460160701,0.24598009210377259,89,0.6986462872133674,1,0.2469047406898665,0.7219850881891026,97,0.2514280005137056,1,0.40314915451134187,0.2050473912057063,75,0.8239587826478223,1,0.2520085407915853,0.6515650866646732
2026-12-20,12,20,6,0.8799494673615027,18,0.9009720807430897,125,0.3490011978446414,2,0.489038022195316,0.0,55,0.4947295770491014,1,0.20480948912448138,0.7004685707371513,153,0.6639635464389726,1,0.44141685311718915,0.18041073917423192,88,0.5789850343374083,1,0.10033720021316908,0.6647938735188614,107,0.35738905651625963,1,0.3112833466312909,0.11223292428723596,79,0.8256681087293563,1,0.28886526795250855,0.6513282884142233
2026-12-21,12,21,9,0.8407321093018391,15,0.9067260494377857,133,0.2570198335570225,2,0.45720258740237024,0.0,55,0.5109157078616169,1,0.2657562082854794,0.7255634298677827,111,0.5178215802888132,1,0.45185090293206903,0.2616280911015284,85,0.5997843346292246,1,0.17754147926411773,0.6657738536929877,73,0.27328985962660896,1,0.3863884036357016,0.23123763279871115,57,0.7724548296772465,1,0.14701613626508964,0.6150299586418764
2026-12-22,12,22,5,0.8416547631501282,15,0.9068499366507912,136,0.2734847629184482,2,0.4443229385749042,0.0,56,0.6717565628528449,1,0.10890372901671262,0.6700466044306841,129,0.6502320729934885,1,0.4721458059959741,0.14232972089844229,87,0.6248214349744253,1,0.13758621977203506,0.7770679249600054,80,0.47561674729850156,1,0.3574050171123267,0.14522400219579323,73,0.7553209021447711,1,0.10080108769905755,0.6763170691136977
2026-12-23,12,23,6,0.8434729757589652,10,0.9509651814399223,114,0.245301420120867,2,0.49060282538176747,0.0,60,0.7467476686102201,1,0.13710335491129422,0.6306568881485415,134,0.6995149317351392,1,0.41924820472780777,0.2203850762902263,106,0.4678965971415604,1,0.21323607378603732,0.6540774522433525,102,0.3229934830712648,1,0.3559031408218319,0.28025981738734573,72,0.8684769312044797,1,0.191629447799417,0.7599381934441133
2026-12-24,12,24,5,0.9112725599450002,17,0.94780465424924,106,0.26376677478870325,2,0.40472475888656106,0.0,62,0.6219371630448522,1,0.12464897892258425,0.6577653913700855,150,0.6313237444724276,1,0.46793772239236364,0.16597769759059683,120,0.6491436275724165,1,0.23536866345025378,0.7726858245808679,103,0.3145074785654129,1,0.36654908643876055,0.16417792543474588,52,0.7755111989392457,1,0.18820921995221912,0.6891238537472064
2026-12-25,12,25,5,0.8208514287083766,11,0.8689356006655775,106,0.22208163941309805,2,0.4105441708484268,0.0,56,0.6094994685988786,1,0.1842998354799452,0.640437730691433,113,0.5323719641124439,1,0.4761370827542014,0.22870140705026967,90,0.6809043228506535,1,0.21211843228282562,0.6979122450640372,75,0.40347302678722086,1,0.4958724012099962,0.2395088454386259,55,0.875644632545415,1,0.1704069188662396,0.7200144733079189
2026-12-26,12,26,6,0.8444848474452044,12,0.854114774118724,145,0.3468601683774445,2,0.34149929461875633,0.0,55,0.7058036526920365,1,0.15994843200039352,0.6771356471966561,158,0.634207006569734,1,0.44473562262446753,0.18106806017434313,96,0.6434307362348487,1,0.28225907692204466,0.7052287276676446,103,0.49916808157682074,1,0.3653524738240808,0.22489778281375392,49,0.7350696099396424,1,0.21721124704921335,0.7519643568854454
2026-12-27,12,27,7,0.880370059822578,16,0.8675378998383768,104,0.31238806578614636,2,0.32158463685052746,0.0,40,0.537911899252592,1,0.18154650193254984,0.7082858018704068,135,0.4725962692517589,1,0.36054233925680174,0.12006288342377774,122,0.5779883635737826,1,0.175797765323652,0.7921542976293872,89,0.37405366057913003,1,0.4958312028158909,0.17958386953394312,63,0.7831459958687951,1,0.27961089337608824,0.7689919753443117
2026-12-28,12,28,6,0.877200033788264,11,0.9116234764012848,105,0.324593409352921,2,0.4219210168856552,0.0,52,0.5561235142551446,1,0.2535574117006225,0.7290879417541027,147,0.4738222327780468,1,0.45333367120034695,0.18883147460242522,95,0.5118511729933494,1,0.10945698863169136,0.7291081679913949,78,0.48774626268036614,1,0.33586202412174265,0.2782503678828949,63,0.8625926666566662,1,0.26023091515548297,0.7372342759897301
2026-12-29,12,29,7,0.9023030266905085,14,0.8642888294465692,144,0.3972362355745312,2,0.47512250281527335,0.0,39,0.5403314983428794,1,0.14300496853271222,0.6905971517749239,150,0.4877020285671603,1,0.42995689430478046,0.18868740566761277,113,0.665332243377197,1,0.24913601102309182,0.7075527009862681,81,0.4654882802702447,1,0.49149912042263233,0.2690377358103574,84,0.6518822070220269,1,0.13427129190823764,0.694659544040715
